zona_eleitoral,municipio,estado,brancos,nulos,abstencao,votos_22,votos_13,votos_15,votos_12,votos_44,votos_30,votos_14,votos_16,votos_21,votos_80,votos_27
213,OSASCO,SP,927,1884,15965,26462.0,21559.0,5291.0,2950.0,297.0,765.0,36.0,23.0,60.0,80.0,16.0
276,OSASCO,SP,1559,2789,19603,28653.0,34979.0,4279.0,2879.0,424.0,442.0,45.0,30.0,39.0,65.0,13.0
332,OSASCO,SP,1137,1994,15212,25844.0,22471.0,5131.0,2647.0,395.0,657.0,46.0,22.0,50.0,82.0,8.0
12,OSCAR BRESSANE,SP,21,40,583,1182.0,551.0,93.0,37.0,4.0,3.0,1.0,,3.0,1.0,
163,OSVALDO CRUZ,SP,380,500,6559,11123.0,4820.0,796.0,376.0,62.0,50.0,15.0,,2.0,,9.0
82,OURINHOS,SP,1350,1656,19543,32696.0,20772.0,2749.0,1518.0,261.0,195.0,44.0,12.0,39.0,28.0,4.0
149,OURO VERDE,SP,75,116,1429,2077.0,2223.0,137.0,52.0,15.0,11.0,5.0,2.0,2.0,1.0,2.0
302,OUROESTE,SP,95,176,1557,3044.0,2297.0,201.0,88.0,17.0,12.0,6.0,3.0,1.0,1.0,
196,PACAEMBU,SP,114,159,2413,3522.0,1935.0,324.0,115.0,19.0,8.0,4.0,2.0,2.0,,
224,PALESTINA,SP,118,181,2256,3653.0,2508.0,333.0,104.0,22.0,13.0,,1.0,2.0,2.0,
111,PALMARES PAULISTA,SP,160,209,1504,2838.0,2745.0,255.0,94.0,26.0,14.0,3.0,2.0,,2.0,
232,PALMEIRA D&apos;OESTE,SP,116,132,2165,3038.0,2097.0,274.0,83.0,21.0,8.0,,,,2.0,1.0
83,PALMITAL,SP,258,306,4236,7310.0,4272.0,498.0,273.0,55.0,39.0,8.0,1.0,3.0,,
175,PANORAMA,SP,157,243,2462,4436.0,3050.0,280.0,107.0,15.0,16.0,4.0,,3.0,1.0,
12,PARAGUAÇU PAULISTA,SP,538,628,8452,12297.0,9062.0,893.0,461.0,75.0,75.0,23.0,1.0,12.0,4.0,1.0
84,PARAIBUNA,SP,158,255,3413,4818.0,4692.0,555.0,242.0,41.0,61.0,10.0,5.0,7.0,1.0,3.0
301,PARANAPANEMA,SP,232,324,3301,5383.0,4485.0,331.0,155.0,25.0,17.0,4.0,,1.0,1.0,
427,PARANAPUÃ,SP,56,55,593,1421.0,1133.0,120.0,32.0,10.0,3.0,1.0,,,,1.0
163,PARAPUÃ,SP,171,184,2038,3480.0,2050.0,217.0,97.0,14.0,4.0,3.0,1.0,1.0,,
171,PARAÍSO,SP,95,160,725,2075.0,1199.0,153.0,65.0,10.0,18.0,3.0,,3.0,,1.0
26,PARDINHO,SP,93,166,1290,2281.0,1562.0,191.0,90.0,15.0,23.0,2.0,4.0,1.0,2.0,
228,PARIQUERA-AÇU,SP,276,352,4054,6852.0,3274.0,459.0,237.0,46.0,36.0,3.0,1.0,4.0,4.0,1.0
147,PARISI,SP,17,73,573,1191.0,754.0,81.0,28.0,3.0,4.0,3.0,,,1.0,
46,PATROCÍNIO PAULISTA,SP,159,178,2640,4215.0,2911.0,467.0,174.0,50.0,33.0,8.0,2.0,3.0,1.0,
175,PAULICÉIA,SP,72,124,1411,2502.0,1646.0,120.0,54.0,16.0,,2.0,1.0,1.0,,
7,PAULISTÂNIA,SP,28,37,433,800.0,512.0,57.0,27.0,8.0,3.0,1.0,,,,1.0
164,PAULO DE FARIA,SP,40,175,1681,2018.0,2252.0,153.0,79.0,11.0,8.0,5.0,,2.0,,
323,PAULÍNIA,SP,1065,1804,16813,33587.0,23899.0,3666.0,2236.0,332.0,544.0,32.0,19.0,47.0,43.0,23.0
86,PEDERNEIRAS,SP,623,779,7671,16131.0,7579.0,992.0,548.0,107.0,87.0,17.0,1.0,4.0,15.0,3.0
298,PEDRA BELA,SP,113,138,1213,1900.0,1497.0,184.0,104.0,36.0,21.0,1.0,1.0,2.0,1.0,1.0
302,PEDRANÓPOLIS,SP,35,56,416,938.0,778.0,69.0,27.0,7.0,5.0,1.0,,,,
155,PEDREGULHO,SP,172,287,2269,3790.0,4899.0,282.0,123.0,17.0,21.0,3.0,,1.0,1.0,
333,PEDREIRA,SP,649,1176,8013,16529.0,6751.0,1258.0,597.0,152.0,152.0,13.0,3.0,4.0,7.0,3.0
290,PEDRINHAS PAULISTA,SP,22,59,561,1276.0,694.0,112.0,34.0,12.0,7.0,1.0,,,,1.0
295,PEDRO DE TOLEDO,SP,102,153,2733,2660.0,2310.0,297.0,116.0,37.0,13.0,5.0,1.0,,,
87,PENÁPOLIS,SP,702,1084,12048,20175.0,10996.0,1355.0,741.0,116.0,119.0,14.0,11.0,16.0,8.0,1.0
88,PEREIRA BARRETO,SP,294,409,5847,7230.0,5533.0,781.0,268.0,45.0,47.0,12.0,1.0,3.0,4.0,2.0
41,PEREIRAS,SP,125,153,1767,2526.0,1849.0,281.0,73.0,41.0,15.0,2.0,,,,1.0
295,PERUÍBE,SP,754,1353,18150,21196.0,15997.0,2370.0,1244.0,212.0,209.0,17.0,12.0,19.0,20.0,14.0
210,PIACATU,SP,40,115,1004,2020.0,1300.0,133.0,43.0,13.0,6.0,2.0,,1.0,1.0,
89,PIEDADE,SP,993,997,11166,16967.0,10123.0,1779.0,895.0,301.0,138.0,29.0,7.0,15.0,18.0,2.0
89,PILAR DO SUL,SP,485,540,5540,9715.0,5678.0,911.0,343.0,69.0,64.0,11.0,5.0,10.0,2.0,2.0
90,PINDAMONHANGABA,SP,2291,3193,26743,50638.0,29521.0,5438.0,3082.0,754.0,577.0,46.0,33.0,46.0,61.0,16.0
111,PINDORAMA,SP,208,281,2707,4971.0,2652.0,359.0,151.0,40.0,31.0,2.0,,3.0,2.0,
136,PINHALZINHO,SP,267,393,2921,4891.0,2535.0,449.0,190.0,39.0,36.0,8.0,3.0,7.0,3.0,
117,PIQUEROBI,SP,34,65,579,1060.0,1102.0,80.0,43.0,3.0,,,,,,
68,PIQUETE,SP,149,212,2115,4329.0,2362.0,571.0,211.0,58.0,41.0,7.0,,6.0,,3.0
92,PIRACAIA,SP,386,554,5214,9784.0,4800.0,1166.0,472.0,96.0,109.0,10.0,5.0,6.0,10.0,4.0
270,PIRACICABA,SP,2711,3827,34503,68763.0,35017.0,5754.0,3341.0,475.0,866.0,60.0,34.0,84.0,97.0,24.0
244,PIRACICABA,SP,867,1212,9456,20185.0,10682.0,1637.0,1012.0,139.0,256.0,25.0,5.0,23.0,26.0,8.0
93,PIRACICABA,SP,1579,2508,23959,50011.0,21185.0,4176.0,2397.0,280.0,661.0,39.0,16.0,57.0,35.0,14.0
94,PIRAJU,SP,400,576,6328,8705.0,6338.0,974.0,421.0,88.0,86.0,14.0,1.0,5.0,1.0,2.0
95,PIRAJUÍ,SP,287,324,4250,6833.0,3739.0,487.0,202.0,58.0,25.0,5.0,2.0,3.0,6.0,1.0
76,PIRANGI,SP,167,219,1979,3868.0,1904.0,212.0,133.0,22.0,19.0,11.0,,3.0,1.0,
386,PIRAPORA DO BOM JESUS,SP,186,255,2535,3898.0,5321.0,479.0,479.0,44.0,49.0,5.0,2.0,5.0,5.0,3.0
261,PIRAPOZINHO,SP,279,395,5264,8208.0,5716.0,758.0,397.0,85.0,42.0,9.0,3.0,2.0,7.0,2.0
96,PIRASSUNUNGA,SP,1137,1464,14079,26513.0,11455.0,2565.0,1227.0,317.0,286.0,25.0,14.0,21.0,19.0,4.0
23,PIRATININGA,SP,176,199,1823,4566.0,2110.0,449.0,192.0,41.0,23.0,3.0,3.0,6.0,5.0,
98,PITANGUEIRAS,SP,483,694,6526,9407.0,8469.0,708.0,337.0,81.0,86.0,17.0,3.0,5.0,3.0,1.0
214,PLANALTO,SP,44,90,992,1463.0,1432.0,70.0,34.0,5.0,10.0,1.0,1.0,2.0,,
83,PLATINA,SP,45,47,601,1215.0,696.0,55.0,42.0,3.0,4.0,4.0,,,,
77,POLONI,SP,70,96,1065,1905.0,1183.0,161.0,44.0,8.0,7.0,1.0,1.0,1.0,,
99,POMPÉIA,SP,219,354,3682,8274.0,3474.0,529.0,209.0,36.0,41.0,13.0,1.0,1.0,1.0,
95,PONGAÍ,SP,23,48,679,1527.0,688.0,60.0,21.0,8.0,8.0,3.0,2.0,,,
135,PONTAL,SP,674,1055,6302,10275.0,10101.0,926.0,442.0,92.0,80.0,11.0,3.0,4.0,17.0,1.0
152,PONTALINDA,SP,45,58,814,1062.0,1192.0,83.0,21.0,8.0,2.0,2.0,1.0,1.0,,
224,PONTES GESTAL,SP,25,42,587,914.0,698.0,64.0,19.0,5.0,9.0,,,,1.0,
233,POPULINA,SP,43,81,850,1094.0,1529.0,123.0,36.0,8.0,7.0,,,2.0,,
140,PORANGABA,SP,129,189,1879,2756.0,1999.0,287.0,124.0,29.0,13.0,3.0,3.0,2.0,6.0,1.0
100,PORTO FELIZ,SP,871,850,9920,19160.0,9112.0,1486.0,859.0,148.0,109.0,22.0,10.0,13.0,6.0,6.0
194,PORTO FERREIRA,SP,866,1376,10056,18330.0,8680.0,1901.0,874.0,198.0,144.0,15.0,4.0,15.0,11.0,5.0
190,POTIM,SP,204,210,2746,5292.0,3787.0,510.0,223.0,64.0,33.0,7.0,1.0,4.0,1.0,1.0
126,POTIRENDABA,SP,221,338,2768,6262.0,3450.0,302.0,242.0,42.0,38.0,4.0,,3.0,3.0,1.0
219,POÁ,SP,1685,2624,19311,30920.0,31644.0,4433.0,3142.0,439.0,424.0,57.0,10.0,42.0,69.0,10.0
69,PRACINHA,SP,32,19,252,536.0,471.0,30.0,12.0,1.0,,,,,1.0,
197,PRADÓPOLIS,SP,226,415,2870,5383.0,4119.0,527.0,223.0,38.0,61.0,9.0,2.0,3.0,6.0,1.0
317,PRAIA GRANDE,SP,1431,2563,27583,47122.0,30301.0,5070.0,3134.0,394.0,493.0,56.0,25.0,46.0,58.0,24.0
406,PRAIA GRANDE,SP,2066,3020,31777,46066.0,38995.0,5053.0,2964.0,551.0,405.0,52.0,19.0,52.0,78.0,21.0
129,PRATÂNIA,SP,115,104,1230,1794.0,1469.0,102.0,59.0,10.0,8.0,3.0,1.0,,3.0,1.0
95,PRESIDENTE ALVES,SP,43,55,782,1375.0,978.0,138.0,49.0,22.0,3.0,4.0,,1.0,1.0,
165,PRESIDENTE BERNARDES,SP,149,147,3041,4399.0,2988.0,323.0,98.0,32.0,18.0,8.0,,2.0,1.0,
195,PRESIDENTE EPITÁCIO,SP,442,628,9280,11570.0,8499.0,1027.0,417.0,60.0,53.0,11.0,1.0,6.0,6.0,6.0
402,PRESIDENTE PRUDENTE,SP,1238,1583,24097,43869.0,19652.0,3433.0,1686.0,252.0,351.0,52.0,11.0,23.0,23.0,14.0
101,PRESIDENTE PRUDENTE,SP,1127,1469,22054,36746.0,18575.0,3009.0,1398.0,252.0,288.0,30.0,8.0,16.0,23.0,3.0
102,PRESIDENTE VENCESLAU,SP,360,584,7579,12542.0,6300.0,987.0,400.0,66.0,67.0,17.0,2.0,8.0,8.0,
103,PROMISSÃO,SP,431,548,7911,10620.0,7709.0,681.0,363.0,89.0,60.0,7.0,7.0,2.0,8.0,
355,QUADRA,SP,60,66,981,1374.0,1054.0,219.0,35.0,9.0,5.0,,1.0,1.0,,
106,QUATÁ,SP,159,207,2128,4427.0,2696.0,273.0,161.0,38.0,17.0,7.0,1.0,6.0,4.0,
99,QUEIROZ,SP,50,61,862,1185.0,1042.0,48.0,29.0,5.0,4.0,1.0,,,,1.0
42,QUELUZ,SP,81,142,1477,2207.0,2830.0,233.0,159.0,16.0,22.0,3.0,,1.0,1.0,
99,QUINTANA,SP,74,126,1195,2273.0,1596.0,108.0,73.0,15.0,8.0,,,1.0,1.0,
38,RAFARD,SP,117,164,1430,3656.0,1598.0,256.0,124.0,28.0,26.0,5.0,1.0,3.0,4.0,
106,RANCHARIA,SP,373,427,6375,8855.0,6949.0,923.0,369.0,138.0,46.0,7.0,6.0,10.0,3.0,1.0
128,REDENÇÃO DA SERRA,SP,67,70,1092,1427.0,1279.0,197.0,63.0,25.0,14.0,1.0,,1.0,,
167,REGENTE FEIJÓ,SP,208,311,2816,6866.0,4179.0,502.0,256.0,46.0,37.0,8.0,2.0,7.0,3.0,
95,REGINÓPOLIS,SP,60,104,1161,2345.0,1075.0,125.0,71.0,18.0,12.0,3.0,1.0,2.0,,
172,REGISTRO,SP,656,851,12940,19226.0,11683.0,1613.0,866.0,216.0,133.0,23.0,6.0,15.0,12.0,3.0
240,RESTINGA,SP,80,114,1561,2294.0,2439.0,140.0,83.0,15.0,7.0,1.0,1.0,1.0,,
10,RIBEIRA,SP,27,52,694,817.0,1307.0,80.0,33.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0
107,RIBEIRÃO BONITO,SP,159,238,2549,3066.0,2671.0,342.0,140.0,27.0,7.0,5.0,1.0,1.0,3.0,1.0
53,RIBEIRÃO BRANCO,SP,231,306,3745,4680.0,5475.0,356.0,165.0,84.0,17.0,10.0,2.0,4.0,1.0,
240,RIBEIRÃO CORRENTE,SP,52,79,1020,1586.0,1396.0,98.0,33.0,13.0,9.0,1.0,,,,1.0
313,RIBEIRÃO DO SUL,SP,52,82,624,1452.0,1452.0,91.0,42.0,3.0,3.0,1.0,,1.0,1.0,
117,RIBEIRÃO DOS ÍNDIOS,SP,38,45,356,620.0,733.0,45.0,24.0,13.0,6.0,,,,,
37,RIBEIRÃO GRANDE,SP,144,149,1501,1838.0,2558.0,322.0,143.0,27.0,15.0,1.0,2.0,3.0,,1.0
183,RIBEIRÃO PIRES,SP,1205,2292,13996,22808.0,22423.0,3513.0,2458.0,355.0,340.0,44.0,18.0,39.0,83.0,20.0
382,RIBEIRÃO PIRES,SP,342,719,4866,6151.0,6951.0,1145.0,748.0,102.0,151.0,13.0,4.0,11.0,18.0,3.0
108,RIBEIRÃO PRETO,SP,1400,3041,26417,40456.0,31322.0,4525.0,2546.0,401.0,707.0,31.0,22.0,61.0,63.0,4.0
305,RIBEIRÃO PRETO,SP,1219,2754,23642,52626.0,30149.0,6553.0,3555.0,372.0,1265.0,53.0,23.0,60.0,56.0,11.0
266,RIBEIRÃO PRETO,SP,1801,3545,28055,41554.0,30620.0,4166.0,2250.0,483.0,422.0,59.0,30.0,32.0,66.0,11.0
265,RIBEIRÃO PRETO,SP,1827,4116,28850,45590.0,33464.0,4879.0,2959.0,599.0,598.0,81.0,19.0,50.0,91.0,11.0
155,RIFAINA,SP,32,74,1092,1626.0,1533.0,108.0,28.0,4.0,8.0,,1.0,,,
239,RINCÃO,SP,157,231,1846,2249.0,2895.0,207.0,75.0,21.0,12.0,,2.0,,,2.0
210,RINÓPOLIS,SP,109,160,1862,3477.0,1712.0,221.0,111.0,20.0,21.0,3.0,,2.0,2.0,
110,RIO CLARO,SP,1363,2555,19857,38637.0,18536.0,3773.0,1924.0,296.0,421.0,27.0,7.0,35.0,25.0,11.0
288,RIO CLARO,SP,1206,2383,14305,30959.0,15384.0,2880.0,1412.0,263.0,272.0,25.0,8.0,24.0,21.0,7.0
244,RIO DAS PEDRAS,SP,453,559,4842,11631.0,6137.0,777.0,429.0,131.0,81.0,8.0,6.0,13.0,6.0,3.0
382,RIO GRANDE DA SERRA,SP,786,1183,7483,9689.0,13757.0,1457.0,992.0,183.0,117.0,16.0,7.0,13.0,28.0,7.0
164,RIOLÂNDIA,SP,73,139,1721,2449.0,2751.0,107.0,62.0,6.0,4.0,3.0,1.0,2.0,1.0,
56,RIVERSUL,SP,94,98,1076,1542.0,1567.0,177.0,50.0,20.0,6.0,6.0,,,,
330,ROSANA,SP,140,224,5018,3990.0,5302.0,375.0,224.0,23.0,16.0,1.0,3.0,2.0,4.0,
190,ROSEIRA,SP,138,155,1638,3675.0,2338.0,405.0,150.0,30.0,23.0,6.0,,4.0,2.0,
187,RUBINÉIA,SP,35,83,830,1322.0,852.0,98.0,37.0,4.0,1.0,1.0,,1.0,2.0,
151,RUBIÁCEA,SP,38,55,409,993.0,658.0,82.0,39.0,,3.0,1.0,2.0,,1.0,1.0
297,SABINO,SP,71,137,1280,1656.0,1313.0,95.0,40.0,12.0,2.0,1.0,,,1.0,1.0
163,SAGRES,SP,25,51,474,673.0,734.0,72.0,49.0,10.0,2.0,3.0,,,1.0,
207,SALES,SP,58,107,1212,2557.0,1004.0,117.0,52.0,15.0,11.0,4.0,1.0,,2.0,
81,SALES OLIVEIRA,SP,128,212,1547,3730.0,2192.0,298.0,147.0,27.0,29.0,5.0,,1.0,2.0,4.0
112,SALESÓPOLIS,SP,272,346,3437,5804.0,4018.0,940.0,391.0,124.0,52.0,9.0,2.0,4.0,2.0,2.0
69,SALMOURÃO,SP,53,61,940,1602.0,1234.0,110.0,31.0,6.0,3.0,3.0,,,,
270,SALTINHO,SP,103,90,1202,4143.0,909.0,216.0,142.0,26.0,30.0,1.0,,1.0,,
221,SALTO,SP,1672,2674,20205,39008.0,25788.0,4239.0,2298.0,424.0,536.0,45.0,22.0,32.0,50.0,17.0
294,SALTO DE PIRAPORA,SP,801,1069,6260,11726.0,8862.0,1155.0,576.0,104.0,95.0,19.0,5.0,16.0,9.0,5.0
313,SALTO GRANDE,SP,132,185,1179,2592.0,1940.0,195.0,98.0,19.0,12.0,3.0,2.0,1.0,4.0,2.0
261,SANDOVALINA,SP,24,43,872,863.0,1562.0,76.0,42.0,6.0,5.0,2.0,,,,
111,SANTA ADÉLIA,SP,196,318,2963,4617.0,3028.0,397.0,157.0,45.0,26.0,3.0,,1.0,2.0,
427,SANTA ALBERTINA,SP,83,115,1135,2194.0,1442.0,141.0,79.0,12.0,8.0,2.0,1.0,,,
112,SANTA BRANCA,SP,192,287,3019,4765.0,3116.0,648.0,211.0,53.0,45.0,10.0,3.0,3.0,4.0,
186,SANTA BÁRBARA D&apos;OESTE,SP,2587,4149,29624,64676.0,34471.0,5829.0,3478.0,498.0,688.0,104.0,27.0,58.0,55.0,21.0
187,SANTA CLARA D&apos;OESTE,SP,24,42,576,926.0,735.0,55.0,14.0,3.0,1.0,,,,,
188,SANTA CRUZ DA CONCEIÇÃO,SP,48,89,846,1982.0,855.0,150.0,58.0,30.0,14.0,2.0,,2.0,,
32,SANTA CRUZ DA ESPERANÇA,SP,25,53,547,804.0,650.0,61.0,36.0,3.0,9.0,1.0,,,,
39,SANTA CRUZ DAS PALMEIRAS,SP,425,628,4282,8866.0,5725.0,703.0,339.0,178.0,53.0,11.0,3.0,3.0,2.0,
114,SANTA CRUZ DO RIO PARDO,SP,587,657,9119,16884.0,6545.0,1217.0,573.0,109.0,101.0,23.0,5.0,12.0,11.0,2.0
139,SANTA ERNESTINA,SP,67,133,899,1905.0,1794.0,123.0,71.0,10.0,7.0,,,,4.0,
187,SANTA FÉ DO SUL,SP,392,606,6980,11880.0,5692.0,966.0,407.0,25.0,55.0,7.0,6.0,6.0,5.0,2.0
243,SANTA GERTRUDES,SP,329,463,3587,8755.0,4664.0,607.0,285.0,69.0,68.0,8.0,,9.0,7.0,2.0
115,SANTA ISABEL,SP,800,1312,9283,17120.0,11398.0,1768.0,1036.0,225.0,135.0,31.0,7.0,25.0,18.0,4.0
239,SANTA LÚCIA,SP,154,244,1461,1808.0,2798.0,191.0,117.0,21.0,12.0,1.0,2.0,1.0,1.0,2.0
130,SANTA MARIA DA SERRA,SP,81,102,1002,1828.0,1110.0,118.0,45.0,13.0,9.0,1.0,,,,
175,SANTA MERCEDES,SP,29,46,768,905.0,884.0,83.0,20.0,5.0,3.0,,,,,
187,SANTA RITA D&apos;OESTE,SP,33,42,579,929.0,746.0,108.0,38.0,1.0,4.0,1.0,1.0,,,
116,SANTA RITA DO PASSA QUATRO,SP,333,484,4500,9223.0,4016.0,895.0,369.0,79.0,60.0,14.0,3.0,9.0,7.0,3.0
133,SANTA ROSA DE VITERBO,SP,417,651,5225,6677.0,5505.0,757.0,416.0,91.0,39.0,5.0,6.0,5.0,1.0,2.0
427,SANTA SALETE,SP,23,25,310,852.0,425.0,55.0,20.0,5.0,2.0,,,,,
187,SANTANA DA PONTE PENSA,SP,21,39,373,628.0,449.0,61.0,18.0,3.0,1.0,,1.0,1.0,,
386,SANTANA DE PARNAÍBA,SP,1539,2039,18702,34978.0,31423.0,4915.0,5709.0,329.0,780.0,44.0,15.0,36.0,50.0,12.0
117,SANTO ANASTÁCIO,SP,235,366,3308,6251.0,4412.0,380.0,217.0,44.0,36.0,13.0,,1.0,2.0,1.0
306,SANTO ANDRÉ,SP,1048,2437,19141,31936.0,25825.0,6288.0,3059.0,296.0,827.0,36.0,32.0,55.0,81.0,15.0
264,SANTO ANDRÉ,SP,1045,2704,17578,27380.0,23067.0,4846.0,2566.0,304.0,573.0,49.0,12.0,35.0,108.0,16.0
383,SANTO ANDRÉ,SP,1985,3837,21876,33471.0,42034.0,5276.0,3325.0,554.0,591.0,66.0,32.0,44.0,118.0,26.0
156,SANTO ANDRÉ,SP,1255,3042,22705,35938.0,29603.0,7251.0,3562.0,421.0,864.0,60.0,37.0,58.0,127.0,16.0
263,SANTO ANDRÉ,SP,1477,3718,21496,33195.0,34476.0,5937.0,3361.0,495.0,682.0,41.0,29.0,55.0,122.0,26.0
307,SANTO ANDRÉ,SP,1318,2909,18796,26885.0,30496.0,4338.0,2671.0,427.0,492.0,38.0,22.0,37.0,88.0,20.0
202,SANTO ANTÔNIO DA ALEGRIA,SP,85,140,978,2025.0,1759.0,289.0,73.0,9.0,8.0,,,,,
333,SANTO ANTÔNIO DE POSSE,SP,331,363,3674,7677.0,4089.0,560.0,246.0,69.0,38.0,2.0,5.0,5.0,6.0,1.0
299,SANTO ANTÔNIO DO ARACANGUÁ,SP,60,79,1349,3026.0,2206.0,179.0,77.0,10.0,13.0,1.0,,,,1.0
91,SANTO ANTÔNIO DO JARDIM,SP,103,119,1328,2190.0,1320.0,248.0,87.0,14.0,26.0,2.0,,3.0,,1.0
314,SANTO ANTÔNIO DO PINHAL,SP,142,159,1433,2369.0,1718.0,351.0,137.0,36.0,26.0,4.0,1.0,4.0,,
182,SANTO EXPEDITO,SP,26,62,611,1006.0,954.0,62.0,27.0,10.0,3.0,,,,,
272,SANTOS,SP,1084,2149,25595,42587.0,28731.0,6884.0,4007.0,330.0,930.0,57.0,19.0,81.0,79.0,20.0
118,SANTOS,SP,1791,3213,26404,36221.0,39525.0,5371.0,3405.0,550.0,509.0,58.0,30.0,53.0,83.0,16.0
273,SANTOS,SP,1139,2084,28225,47348.0,30942.0,7868.0,4531.0,348.0,1118.0,52.0,29.0,92.0,83.0,17.0
25,SANTÓPOLIS DO AGUAPEÍ,SP,49,87,697,1315.0,959.0,76.0,42.0,10.0,6.0,,,,,
52,SARAPUÍ,SP,156,255,1588,2796.0,2365.0,291.0,111.0,20.0,10.0,4.0,,1.0,3.0,2.0
234,SARUTAIÁ,SP,32,72,712,923.0,1307.0,62.0,48.0,7.0,,3.0,1.0,,,1.0
77,SEBASTIANÓPOLIS DO SUL,SP,61,74,639,1324.0,745.0,122.0,33.0,13.0,7.0,,,1.0,,
109,SERRA AZUL,SP,99,176,1960,2417.0,2964.0,185.0,95.0,34.0,7.0,3.0,,1.0,4.0,3.0
134,SERRA NEGRA,SP,323,540,5817,10141.0,4911.0,1001.0,398.0,105.0,94.0,16.0,1.0,8.0,4.0,3.0
109,SERRANA,SP,548,828,7888,12388.0,11182.0,1085.0,611.0,98.0,79.0,11.0,5.0,10.0,10.0,2.0
135,SERTÃOZINHO,SP,1728,2889,21480,35479.0,29007.0,3665.0,1819.0,330.0,419.0,24.0,15.0,35.0,35.0,5.0
172,SETE BARRAS,SP,122,225,3494,4138.0,2858.0,281.0,100.0,36.0,19.0,4.0,2.0,2.0,1.0,1.0
80,SEVERÍNIA,SP,260,242,2660,4875.0,3630.0,360.0,193.0,23.0,24.0,3.0,1.0,2.0,3.0,
145,SILVEIRAS,SP,104,128,1185,1798.0,1748.0,276.0,104.0,35.0,21.0,4.0,,1.0,2.0,
136,SOCORRO,SP,415,907,7305,15442.0,5230.0,1188.0,561.0,110.0,131.0,21.0,2.0,3.0,7.0,1.0
356,SOROCABA,SP,3068,5414,26434,53227.0,43023.0,4860.0,3012.0,565.0,519.0,77.0,24.0,54.0,70.0,16.0
343,SOROCABA,SP,1544,2823,15225,37847.0,25239.0,4444.0,2464.0,388.0,587.0,55.0,21.0,58.0,55.0,16.0
271,SOROCABA,SP,1659,3466,16662,41723.0,24145.0,4039.0,2387.0,355.0,592.0,46.0,20.0,54.0,57.0,16.0
342,SOROCABA,SP,1846,3748,20413,46305.0,30209.0,5125.0,2862.0,440.0,694.0,61.0,15.0,52.0,49.0,20.0
137,SOROCABA,SP,962,1719,14303,34081.0,18490.0,4141.0,2111.0,199.0,729.0,49.0,20.0,50.0,37.0,16.0
88,SUD MENNUCCI,SP,84,140,1480,2160.0,2206.0,141.0,78.0,9.0,7.0,1.0,,,,1.0
362,SUMARÉ,SP,2109,3105,25950,43754.0,40810.0,3574.0,2628.0,485.0,391.0,46.0,23.0,43.0,55.0,12.0
230,SUMARÉ,SP,1031,1690,16555,31912.0,19643.0,2513.0,1706.0,218.0,363.0,37.0,17.0,31.0,40.0,8.0
181,SUZANO,SP,2830,3935,24376,41779.0,40058.0,5972.0,3494.0,654.0,489.0,66.0,36.0,49.0,93.0,19.0
415,SUZANO,SP,2206,3263,20847,35618.0,33806.0,5014.0,2966.0,553.0,417.0,61.0,23.0,45.0,101.0,29.0
88,SUZANÁPOLIS,SP,42,75,635,908.0,1145.0,91.0,47.0,2.0,,,,,1.0,
314,SÃO BENTO DO SAPUCAÍ,SP,191,268,2219,3768.0,2269.0,535.0,183.0,32.0,55.0,6.0,2.0,2.0,2.0,1.0
414,SÃO BERNARDO DO CAMPO,SP,1103,2577,17183,25482.0,29900.0,4694.0,2555.0,304.0,665.0,35.0,31.0,38.0,92.0,17.0
174,SÃO BERNARDO DO CAMPO,SP,2082,4479,27024,40556.0,62278.0,6974.0,4455.0,461.0,877.0,57.0,37.0,53.0,143.0,29.0
283,SÃO BERNARDO DO CAMPO,SP,946,2188,15734,25578.0,23684.0,5423.0,2883.0,273.0,716.0,29.0,19.0,35.0,85.0,16.0
409,SÃO BERNARDO DO CAMPO,SP,2302,4560,26463,37049.0,58791.0,5960.0,3975.0,510.0,684.0,48.0,31.0,55.0,131.0,22.0
296,SÃO BERNARDO DO CAMPO,SP,1506,3310,19919,29039.0,43072.0,5711.0,3432.0,394.0,773.0,48.0,33.0,41.0,126.0,18.0
284,SÃO BERNARDO DO CAMPO,SP,894,2306,16503,28130.0,22623.0,5470.0,2897.0,269.0,776.0,27.0,18.0,37.0,113.0,18.0
166,SÃO CAETANO DO SUL,SP,695,1474,12769,26259.0,18247.0,4776.0,2436.0,231.0,752.0,21.0,15.0,54.0,77.0,14.0
269,SÃO CAETANO DO SUL,SP,882,1776,14265,31358.0,19925.0,6008.0,2878.0,299.0,938.0,39.0,18.0,43.0,85.0,10.0
410,SÃO CARLOS,SP,1694,3085,20184,27994.0,27255.0,3902.0,1887.0,414.0,357.0,49.0,40.0,55.0,31.0,12.0
121,SÃO CARLOS,SP,1802,3612,23387,35587.0,33639.0,5723.0,2970.0,458.0,677.0,46.0,41.0,114.0,76.0,16.0
232,SÃO FRANCISCO,SP,46,45,620,900.0,781.0,92.0,31.0,8.0,3.0,1.0,,,,
123,SÃO JOAQUIM DA BARRA,SP,690,806,9171,13007.0,11969.0,1326.0,737.0,148.0,132.0,15.0,6.0,4.0,13.0,2.0
240,SÃO JOSÉ DA BELA VISTA,SP,129,145,1901,2054.0,2476.0,123.0,91.0,19.0,6.0,4.0,1.0,,1.0,
18,SÃO JOSÉ DO BARREIRO,SP,31,75,849,1056.0,1572.0,138.0,47.0,13.0,13.0,2.0,,,,1.0
