zona_eleitoral,codigo_zona_eleitoral,estado,municipio,codigo_municipio
0160,160,RS,PORTO ALEGRE,88013
0112,112,RS,PORTO ALEGRE,88013
0161,161,RS,PORTO ALEGRE,88013
0001,1,RS,PORTO ALEGRE,88013
0102,102,RS,PORTO LUCENA,88030
0042,42,RS,PORTO MAUÁ,87467
0102,102,RS,PORTO VERA CRUZ,87483
0096,96,RS,PORTO XAVIER,88056
0011,11,RS,PORTÃO,87998
0104,104,RS,POUSO NOVO,85421
0125,125,RS,POÇO DAS ANTAS,86126
0118,118,RS,PRESIDENTE LUCENA,87505
0029,29,RS,PROGRESSO,84760
0075,75,RS,PROTÁSIO ALVES,85405
0145,145,RS,PUTINGA,88072
0036,36,RS,QUARAÍ,88099
0148,148,RS,QUATRO IRMÃOS,89389
0081,81,RS,QUEVEDOS,87521
0121,121,RS,QUINZE DE NOVEMBRO,84875
0140,140,RS,REDENTORA,88110
0067,67,RS,RELVADO,85766
0157,157,RS,RESTINGA SÊCA,88137
0099,99,RS,RIO DOS ÍNDIOS,87548
0037,37,RS,RIO GRANDE,88153
0163,163,RS,RIO GRANDE,88153
0038,38,RS,RIO PARDO,88170
0055,55,RS,RIOZINHO,85740
0067,67,RS,ROCA SALES,88196
0064,64,RS,RODEIO BONITO,88218
0052,52,RS,ROLADOR,89400
0055,55,RS,ROLANTE,88234
0146,146,RS,RONDA ALTA,88250
0083,83,RS,RONDINHA,88277
0096,96,RS,ROQUE GONZALES,88293
0039,39,RS,ROSÁRIO DO SUL,88315
0032,32,RS,SAGRADA FAMÍLIA,87564
0115,115,RS,SALDANHA MARINHO,85561
0154,154,RS,SALTO DO JACUÍ,89753
0096,96,RS,SALVADOR DAS MISSÕES,87580
0152,152,RS,SALVADOR DO SUL,88331
0095,95,RS,SANANDUVA,88358
0030,30,RS,SANT&apos;ANA DO LIVRAMENTO,88455
0115,115,RS,SANTA BÁRBARA DO SUL,88374
0100,100,RS,SANTA CECÍLIA DO SUL,89247
0029,29,RS,SANTA CLARA DO SUL,87602
0040,40,RS,SANTA CRUZ DO SUL,88390
0162,162,RS,SANTA CRUZ DO SUL,88390
0049,49,RS,SANTA MARGARIDA DO SUL,89443
0135,135,RS,SANTA MARIA,88412
0041,41,RS,SANTA MARIA,88412
0153,153,RS,SANTA MARIA DO HERVAL,86207
0042,42,RS,SANTA ROSA,88471
0008,8,RS,SANTA TEREZA,87629
0043,43,RS,SANTA VITÓRIA DO PALMAR,88498
0009,9,RS,SANTANA DA BOA VISTA,88439
0044,44,RS,SANTIAGO,88510
0046,46,RS,SANTO ANTÔNIO DA PATRULHA,88552
0141,141,RS,SANTO ANTÔNIO DAS MISSÕES,88579
0138,138,RS,SANTO ANTÔNIO DO PALMA,87645
0015,15,RS,SANTO ANTÔNIO DO PLANALTO,87661
0107,107,RS,SANTO AUGUSTO,88595
0102,102,RS,SANTO CRISTO,88617
0103,103,RS,SANTO EXPEDITO DO SUL,87688
0045,45,RS,SANTO ÂNGELO,88536
0131,131,RS,SAPIRANGA,88994
0108,108,RS,SAPUCAIA DO SUL,89010
0083,83,RS,SARANDI,89036
0132,132,RS,SEBERI,89052
0091,91,RS,SEDE NOVA,85707
0053,53,RS,SEGREDO,85529
0004,4,RS,SELBACH,89079
0127,127,RS,SENADOR SALGADO FILHO,88765
0084,84,RS,SENTINELA DO SUL,87882
0022,22,RS,SERAFINA CORRÊA,89095
0070,70,RS,SERTÃO,89117
0151,151,RS,SERTÃO SANTANA,87920
0096,96,RS,SETE DE SETEMBRO,88706
0020,20,RS,SEVERIANO DE ALMEIDA,89133
0041,41,RS,SILVEIRA MARTINS,84956
0040,40,RS,SINIMBU,87947
0053,53,RS,SOBRADINHO,89176
0054,54,RS,SOLEDADE,89192
0047,47,RS,SÃO BORJA,88633
0138,138,RS,SÃO DOMINGOS DO SUL,84832
0079,79,RS,SÃO FRANCISCO DE ASSIS,88650
0048,48,RS,SÃO FRANCISCO DE PAULA,88676
0049,49,RS,SÃO GABRIEL,88692
0050,50,RS,SÃO JERÔNIMO,88714
0075,75,RS,SÃO JORGE,84794
0032,32,RS,SÃO JOSÉ DAS MISSÕES,87769
0054,54,RS,SÃO JOSÉ DO HERVAL,85588
0011,11,RS,SÃO JOSÉ DO HORTÊNCIO,85324
0089,89,RS,SÃO JOSÉ DO INHACORÁ,87742
0130,130,RS,SÃO JOSÉ DO NORTE,88730
0103,103,RS,SÃO JOSÉ DO OURO,88757
0031,31,RS,SÃO JOSÉ DO SUL,89460
0063,63,RS,SÃO JOSÉ DOS AUSENTES,87726
0095,95,RS,SÃO JOÃO DA URTIGA,84859
0119,119,RS,SÃO JOÃO DO POLÊSINE,87700
0073,73,RS,SÃO LEOPOLDO,88773
0051,51,RS,SÃO LEOPOLDO,88773
0080,80,RS,SÃO LOURENÇO DO SUL,88790
0052,52,RS,SÃO LUIZ GONZAGA,88811
0137,137,RS,SÃO MARCOS,88838
0107,107,RS,SÃO MARTINHO,88854
0041,41,RS,SÃO MARTINHO DA SERRA,87785
0045,45,RS,SÃO MIGUEL DAS MISSÕES,85480
0052,52,RS,SÃO NICOLAU,88870
0166,166,RS,SÃO PAULO DAS MISSÕES,88897
0152,152,RS,SÃO PEDRO DA SERRA,87807
0032,32,RS,SÃO PEDRO DAS MISSÕES,89486
0096,96,RS,SÃO PEDRO DO BUTIÁ,87823
0081,81,RS,SÃO PEDRO DO SUL,88919
0011,11,RS,SÃO SEBASTIÃO DO CAÍ,88935
0082,82,RS,SÃO SEPÉ,88951
0168,168,RS,SÃO VALENTIM,88978
0022,22,RS,SÃO VALENTIM DO SUL,87840
0107,107,RS,SÃO VALÉRIO DO SUL,87866
0165,165,RS,SÃO VENDELINO,85383
0069,69,RS,SÃO VICENTE DO SUL,86754
0029,29,RS,SÉRIO,87904
0056,56,RS,TABAÍ,88722
0100,100,RS,TAPEJARA,89214
0004,4,RS,TAPERA,89230
0084,84,RS,TAPES,89257
0055,55,RS,TAQUARA,89273
0056,56,RS,TAQUARI,89290
0094,94,RS,TAQUARUÇU DO SUL,85669
0122,122,RS,TAVARES,89710
0101,101,RS,TENENTE PORTELA,89311
0077,77,RS,TERRA DE AREIA,85162
0125,125,RS,TEUTÔNIA,98213
0117,117,RS,TIO HUGO,89508
0086,86,RS,TIRADENTES DO SUL,87963
0081,81,RS,TOROPI,88900
0085,85,RS,TORRES,89338
0110,110,RS,TRAMANDAÍ,89354
0104,104,RS,TRAVESSEIRO,87980
0099,99,RS,TRINDADE DO SUL,85006
0133,133,RS,TRIUNFO,89435
0020,20,RS,TRÊS ARROIOS,84743
0085,85,RS,TRÊS CACHOEIRAS,85367
0149,149,RS,TRÊS COROAS,89370
0089,89,RS,TRÊS DE MAIO,89397
0085,85,RS,TRÊS FORQUILHAS,88005
0099,99,RS,TRÊS PALMEIRAS,86142
0086,86,RS,TRÊS PASSOS,89419
0120,120,RS,TUCUNDUVA,89451
0154,154,RS,TUNAS,84840
0103,103,RS,TUPANCI DO SUL,88021
0087,87,RS,TUPANCIRETÃ,89478
0011,11,RS,TUPANDI,85723
0042,42,RS,TUPARENDI,89494
0060,60,RS,TURUÇU,88501
0096,96,RS,UBIRETAMA,88609
0044,44,RS,UNISTALDA,88480
0022,22,RS,UNIÃO DA SERRA,88048
0057,57,RS,URUGUAIANA,89516
0058,58,RS,VACARIA,89532
0162,162,RS,VALE DO SOL,88064
0165,165,RS,VALE REAL,88080
0162,162,RS,VALE VERDE,88668
0138,138,RS,VANINI,84913
0093,93,RS,VENÂNCIO AIRES,89559
0162,162,RS,VERA CRUZ,89575
0088,88,RS,VERANÓPOLIS,89591
0067,67,RS,VESPASIANO CORRÊA,88781
0003,3,RS,VIADUTOS,89613
0072,72,RS,VIAMÃO,89630
0059,59,RS,VIAMÃO,89630
0094,94,RS,VICENTE DUTRA,89656
0117,117,RS,VICTOR GRAEFF,89699
0088,88,RS,VILA FLORES,86061
0100,100,RS,VILA LÂNGARO,88749
0062,62,RS,VILA MARIA,85642
0082,82,RS,VILA NOVA DO SUL,88102
0094,94,RS,VISTA ALEGRE,85600
0075,75,RS,VISTA ALEGRE DO PRATA,85863
0101,101,RS,VISTA GAÚCHA,85847
0045,45,RS,VITÓRIA DAS MISSÕES,88129
0125,125,RS,WESTFALIA,89524
0150,150,RS,XANGRI-LÁ,88145
0100,100,RS,ÁGUA SANTA,84948
0003,3,RS,ÁUREA,84735
0017,17,RO,ALTA FLORESTA D&apos;OESTE,00310
0019,19,RO,ALTO ALEGRE DOS PARECIS,00736
0025,25,RO,ALTO PARAÍSO,00639
0018,18,RO,ALVORADA DO OESTE,00337
0007,7,RO,ARIQUEMES,00078
0034,34,RO,BURITIS,00779
0008,8,RO,CABIXI,00450
0026,26,RO,CACAULÂNDIA,00620
0011,11,RO,CACOAL,00094
0034,34,RO,CAMPO NOVO DE RONDÔNIA,00671
0021,21,RO,CANDEIAS DO JAMARI,00477
0015,15,RO,CASTANHEIRAS,00531
0016,16,RO,CEREJEIRAS,00272
0008,8,RO,CHUPINGUAIA,00809
0008,8,RO,COLORADO DO OESTE,00230
0016,16,RO,CORUMBIARA,00655
0005,5,RO,COSTA MARQUES,00213
0026,26,RO,CUJUBIM,00680
0012,12,RO,ESPIGÃO DO OESTE,00256
0027,27,RO,GOVERNADOR JORGE TEIXEIRA,00612
0001,1,RO,GUAJARÁ-MIRIM,00019
0002,2,RO,ITAPUÃ DO OESTE,00493
0010,10,RO,JARU,00159
0030,30,RO,JI-PARANÁ,00051
0003,3,RO,JI-PARANÁ,00051
0032,32,RO,MACHADINHO D&apos;OESTE,00396
0011,11,RO,MINISTRO ANDREAZZA,00604
0028,28,RO,MIRANTE DA SERRA,00574
0025,25,RO,MONTE NEGRO,00663
0015,15,RO,NOVA BRASILÂNDIA D&apos;OESTE,00370
0001,1,RO,NOVA MAMORÉ,00434
0028,28,RO,NOVA UNIÃO,00744
0015,15,RO,NOVO HORIZONTE DO OESTE,00515
0013,13,RO,OURO PRETO DO OESTE,00175
0019,19,RO,PARECIS,00701
0009,9,RO,PIMENTA BUENO,00116
0016,16,RO,PIMENTEIRAS DO OESTE,00787
0020,20,RO,PORTO VELHO,00035
0002,2,RO,PORTO VELHO,00035
0021,21,RO,PORTO VELHO,00035
0006,6,RO,PORTO VELHO,00035
0003,3,RO,PRESIDENTE MÉDICI,00191
0009,9,RO,PRIMAVERA DE RONDÔNIA,00728
0026,26,RO,RIO CRESPO,00647
0029,29,RO,ROLIM DE MOURA,00299
0019,19,RO,SANTA LUZIA D&apos;OESTE,00353
0035,35,RO,SERINGUEIRAS,00582
0019,19,RO,SÃO FELIPE D&apos;OESTE,00710
0005,5,RO,SÃO FRANCISCO DO GUAPORÉ,00795
0035,35,RO,SÃO MIGUEL DO GUAPORÉ,00418
0013,13,RO,TEIXEIRÓPOLIS,00752
0027,27,RO,THEOBROMA,00590
0018,18,RO,URUPÁ,00566
0032,32,RO,VALE DO ANARI,00698
0028,28,RO,VALE DO PARAÍSO,00558
0004,4,RO,VILHENA,00132
0003,3,RR,ALTO ALEGRE,03050
0007,7,RR,AMAJARI,03042
0005,5,RR,BOA VISTA,03018
0001,1,RR,BOA VISTA,03018
0005,5,RR,BONFIM,03077
0005,5,RR,CANTÁ,03069
0002,2,RR,CARACARAÍ,03034
0004,4,RR,CAROEBE,03000
0006,6,RR,IRACEMA,03026
0006,6,RR,MUCAJAÍ,03093
0005,5,RR,NORMANDIA,03115
0007,7,RR,PACARAIMA,03123
0008,8,RR,RORAINÓPOLIS,03085
0004,4,RR,SÃO JOÃO DA BALIZA,03131
0004,4,RR,SÃO LUIZ,03158
0007,7,RR,UIRAMUTÃ,03107
0052,52,SC,ABDON BATISTA,80225
0071,71,SC,ABELARDO LUZ,80012
0057,57,SC,AGROLÂNDIA,80039
0102,102,SC,AGRONÔMICA,80055
0004,4,SC,ALFREDO WAGNER,80136
0009,9,SC,ALTO BELA VISTA,81302
0082,82,SC,ANCHIETA,80152
0067,67,SC,ANGELINA,80179
0052,52,SC,ANITA GARIBALDI,80195
0067,67,SC,ANITÁPOLIS,80217
0002,2,SC,ANTÔNIO CARLOS,80233
0015,15,SC,APIÚNA,80063
0090,90,SC,ARABUTÃ,80489
0027,27,SC,ARAQUARI,80250
0001,1,SC,ARARANGUÁ,80276
0099,99,SC,ARMAZÉM,80292
0036,36,SC,ARROIO TRINTA,80314
0061,61,SC,ARVOREDO,80802
0015,15,SC,ASCURRA,80330
0057,57,SC,ATALANTA,80357
0102,102,SC,AURORA,80373
0001,1,SC,BALNEÁRIO ARROIO DO SILVA,81728
0027,27,SC,BALNEÁRIO BARRA DO SUL,80683
0056,56,SC,BALNEÁRIO CAMBORIÚ,80390
0103,103,SC,BALNEÁRIO CAMBORIÚ,80390
0054,54,SC,BALNEÁRIO GAIVOTA,81744
0068,68,SC,BALNEÁRIO PIÇARRAS,82511
0079,79,SC,BALNEÁRIO RINCÃO,83909
0045,45,SC,BANDEIRANTE,81582
0082,82,SC,BARRA BONITA,81760
0068,68,SC,BARRA VELHA,80411
0008,8,SC,BELA VISTA DO TOLDO,81221
0045,45,SC,BELMONTE,80748
0032,32,SC,BENEDITO NOVO,80438
0002,2,SC,BIGUAÇU,80454
0088,88,SC,BLUMENAU,80470
0003,3,SC,BLUMENAU,80470
0021,21,SC,BOCAINA DO SUL,81280
0028,28,SC,BOM JARDIM DA SERRA,83895
0043,43,SC,BOM JESUS,81388
0083,83,SC,BOM JESUS DO OESTE,81469
0004,4,SC,BOM RETIRO,80497
0031,31,SC,BOMBINHAS,80985
0005,5,SC,BOTUVERÁ,80519
0044,44,SC,BRAÇO DO NORTE,80535
0057,57,SC,BRAÇO DO TROMBUDO,80420
0007,7,SC,BRUNÓPOLIS,81787
0086,86,SC,BRUSQUE,80551
0005,5,SC,BRUSQUE,80551
0041,41,SC,CAIBI,80594
0006,6,SC,CALMON,80667
0103,103,SC,CAMBORIÚ,80616
0030,30,SC,CAMPO ALEGRE,80632
0052,52,SC,CAMPO BELO DO SUL,80659
0069,69,SC,CAMPO ERÊ,80675
0007,7,SC,CAMPOS NOVOS,80691
0031,31,SC,CANELINHA,80713
0008,8,SC,CANOINHAS,80730
0037,37,SC,CAPINZAL,80756
0099,99,SC,CAPIVARI DE BAIXO,81027
0104,104,SC,CAPÃO ALTO,81248
0018,18,SC,CATANDUVAS,80772
0070,70,SC,CAXAMBU DO SUL,80799
0006,6,SC,CAÇADOR,80578
0052,52,SC,CELSO RAMOS,80268
0052,52,SC,CERRO NEGRO,80381
0039,39,SC,CHAPADÃO DO LAGEADO,81701
0035,35,SC,CHAPECÓ,80810
0094,94,SC,CHAPECÓ,80810
0034,34,SC,COCAL DO SUL,80306
0009,9,SC,CONCÓRDIA,80837
0090,90,SC,CONCÓRDIA,80837
0035,35,SC,CORDILHEIRA ALTA,81043
0094,94,SC,CORONEL FREITAS,80853
0049,49,SC,CORONEL MARTINS,81108
0093,93,SC,CORREIA PINTO,83950
0087,87,SC,CORUPÁ,80870
0010,10,SC,CRICIÚMA,80896
0092,92,SC,CRICIÚMA,80896
0098,98,SC,CRICIÚMA,80896
0083,83,SC,CUNHA PORÃ,80918
0070,70,SC,CUNHATAÍ,81620
0011,11,SC,CURITIBANOS,80934
0045,45,SC,DESCANSO,80950
0050,50,SC,DIONÍSIO CERQUEIRA,80977
0014,14,SC,DONA EMMA,80993
0032,32,SC,DOUTOR PEDRINHO,80080
0048,48,SC,ENTRE RIOS,81426
0042,42,SC,ERMO,81167
0085,85,SC,ERVAL VELHO,81019
0043,43,SC,FAXINAL DOS GUEDES,81035
0058,58,SC,FLOR DO SERTÃO,81604
0013,13,SC,FLORIANÓPOLIS,81051
0012,12,SC,FLORIANÓPOLIS,81051
0100,100,SC,FLORIANÓPOLIS,81051
0078,78,SC,FORMOSA DO SUL,80888
0098,98,SC,FORQUILHINHA,81060
0077,77,SC,FRAIBURGO,81078
0011,11,SC,FREI ROGÉRIO,81329
0049,49,SC,GALVÃO,81094
0073,73,SC,GAROPABA,81132
0105,105,SC,GARUVA,81159
0064,64,SC,GASPAR,81175
0002,2,SC,GOVERNADOR CELSO RAMOS,81116
0099,99,SC,GRAVATAL,81213
0044,44,SC,GRÃO-PARÁ,81191
0005,5,SC,GUABIRUBA,81230
0082,82,SC,GUARACIABA,81256
0060,60,SC,GUARAMIRIM,81272
0050,50,SC,GUARUJÁ DO SUL,81299
0035,35,SC,GUATAMBÚ,80527
0085,85,SC,HERVAL D&apos;OESTE,81310
0047,47,SC,IBIAM,81400
0047,47,SC,IBICARÉ,81337
0014,14,SC,IBIRAMA,81353
0064,64,SC,ILHOTA,81396
0062,62,SC,IMARUÍ,81418
0073,73,SC,IMBITUBA,81434
0039,39,SC,IMBUIA,81450
0015,15,SC,INDAIAL,81477
0036,36,SC,IOMERÊ,81361
0037,37,SC,IPIRA,81493
0065,65,SC,IPORÃ DO OESTE,80020
0071,71,SC,IPUAÇU,80829
0090,90,SC,IPUMIRIM,81515
0058,58,SC,IRACEMINHA,80187
0090,90,SC,IRANI,81531
0078,78,SC,IRATI,80861
0025,25,SC,IRINEÓPOLIS,81558
0038,38,SC,ITAIÓPOLIS,81590
0097,97,SC,ITAJAÍ,81612
0016,16,SC,ITAJAÍ,81612
0091,91,SC,ITAPEMA,81639
0065,65,SC,ITAPIRANGA,81655
0105,105,SC,ITAPOÁ,81663
0039,39,SC,ITUPORANGA,81671
0061,61,SC,ITÁ,81574
0079,79,SC,IÇARA,81370
0018,18,SC,JABORÁ,81698
0042,42,SC,JACINTO MACHADO,81710
0033,33,SC,JAGUARUNA,81736
0017,17,SC,JARAGUÁ DO SUL,81752
0087,87,SC,JARAGUÁ DO SUL,81752
0078,78,SC,JARDINÓPOLIS,81140
0018,18,SC,JOAÇABA,81779
0076,76,SC,JOINVILLE,81795
0019,19,SC,JOINVILLE,81795
0095,95,SC,JOINVILLE,81795
0096,96,SC,JOINVILLE,81795
0105,105,SC,JOINVILLE,81795
0014,14,SC,JOSÉ BOITEUX,80101
0049,49,SC,JUPIÁ,81540
0085,85,SC,LACERDÓPOLIS,81817
0093,93,SC,LAGES,81833
0021,21,SC,LAGES,81833
0104,104,SC,LAGES,81833
0020,20,SC,LAGUNA,81850
0048,48,SC,LAJEADO GRANDE,80586
0102,102,SC,LAURENTINO,81876
0023,23,SC,LAURO MÜLLER,81892
0077,77,SC,LEBON RÉGIS,81914
0039,39,SC,LEOBERTO LEAL,81930
0090,90,SC,LINDÓIA DO SUL,80047
0102,102,SC,LONTRAS,81957
0106,106,SC,LUIZ ALVES,81973
0018,18,SC,LUZERNA,81809
0006,6,SC,MACIEIRA,80900
0022,22,SC,MAFRA,81990
0053,53,SC,MAJOR GERCINO,82015
0008,8,SC,MAJOR VIEIRA,82031
0001,1,SC,MARACAJÁ,83917
0058,58,SC,MARAVILHA,82058
0048,48,SC,MAREMA,82066
0060,60,SC,MASSARANDUBA,82074
0025,25,SC,MATOS COSTA,82090
0042,42,SC,MELEIRO,82112
0046,46,SC,MIRIM DOCE,80365
0083,83,SC,MODELO,82139
0041,41,SC,MONDAÍ,82155
0077,77,SC,MONTE CARLO,80004
0081,81,SC,MONTE CASTELO,82171
0034,34,SC,MORRO DA FUMAÇA,82198
0042,42,SC,MORRO GRANDE,81086
0106,106,SC,NAVEGANTES,82210
0066,66,SC,NOVA ERECHIM,82236
0066,66,SC,NOVA ITABERABA,80322
0053,53,SC,NOVA TRENTO,82252
0098,98,SC,NOVA VENEZA,82279
0049,49,SC,NOVO HORIZONTE,80764
0023,23,SC,ORLEANS,82295
0093,93,SC,OTACÍLIO COSTA,83976
0037,37,SC,OURO,82317
0071,71,SC,OURO VERDE,80845
0094,94,SC,PAIAL,81442
0021,21,SC,PAINEL,81264
0024,24,SC,PALHOÇA,82333
0069,69,SC,PALMA SOLA,82350
0093,93,SC,PALMEIRA,81566
0041,41,SC,PALMITOS,82376
0081,81,SC,PAPANDUVA,82392
0082,82,SC,PARAÍSO,80705
0054,54,SC,PASSO DE TORRES,80403
0063,63,SC,PASSOS MAIA,80624
0024,24,SC,PAULO LOPES,82414
0033,33,SC,PEDRAS GRANDES,82430
0068,68,SC,PENHA,82457
0009,9,SC,PERITIBA,82473
0020,20,SC,PESCARIA BRAVA,83925
0039,39,SC,PETROLÂNDIA,82490
0066,66,SC,PINHALZINHO,82538
0047,47,SC,PINHEIRO PRETO,82554
0037,37,SC,PIRATUBA,82570
0070,70,SC,PLANALTO ALEGRE,80543
0055,55,SC,POMERODE,82597
0011,11,SC,PONTE ALTA,82619
0011,11,SC,PONTE ALTA DO NORTE,80926
0063,63,SC,PONTE SERRADA,82635
0031,31,SC,PORTO BELO,82651
0025,25,SC,PORTO UNIÃO,82678
0057,57,SC,POUSO REDONDO,82694
0054,54,SC,PRAIA GRANDE,82716
0009,9,SC,PRESIDENTE CASTELLO BRANCO,82732
0014,14,SC,PRESIDENTE GETÚLIO,82759
0102,102,SC,PRESIDENTE NEREU,82775
0050,50,SC,PRINCESA,81647
0078,78,SC,QUILOMBO,82791
0067,67,SC,RANCHO QUEIMADO,82813
0006,6,SC,RIO DAS ANTAS,82830
0046,46,SC,RIO DO CAMPO,82856
0102,102,SC,RIO DO OESTE,82872
0026,26,SC,RIO DO SUL,82910
0055,55,SC,RIO DOS CEDROS,82899
0044,44,SC,RIO FORTUNA,82937
0074,74,SC,RIO NEGRINHO,82953
0004,4,SC,RIO RUFINO,80608
0041,41,SC,RIQUEZA,80560
0015,15,SC,RODEIO,82970
0082,82,SC,ROMELÂNDIA,82996
0046,46,SC,SALETE,83011
0069,69,SC,SALTINHO,81523
0036,36,SC,SALTO VELOSO,83038
0033,33,SC,SANGÃO,81000
0051,51,SC,SANTA CECÍLIA,83054
0045,45,SC,SANTA HELENA,80721
0044,44,SC,SANTA ROSA DE LIMA,83070
0054,54,SC,SANTA ROSA DO SUL,80241
0038,38,SC,SANTA TEREZINHA,80349
0058,58,SC,SANTA TEREZINHA DO PROGRESSO,81507
0078,78,SC,SANTIAGO DO SUL,81205
0067,67,SC,SANTO AMARO DA IMPERATRIZ,83097
0066,66,SC,SAUDADES,83410
0017,17,SC,SCHROEDER,83437
0061,61,SC,SEARA,83453
0083,83,SC,SERRA ALTA,80284
0092,92,SC,SIDERÓPOLIS,83470
0054,54,SC,SOMBRIO,83496
0083,83,SC,SUL BRASIL,80446
0030,30,SC,SÃO BENTO DO SUL,83119
0069,69,SC,SÃO BERNARDINO,81485
0067,67,SC,SÃO BONIFÁCIO,83135
0070,70,SC,SÃO CARLOS,83151
0011,11,SC,SÃO CRISTÓVÃO DO SUL,80942
0049,49,SC,SÃO DOMINGOS,83178
0027,27,SC,SÃO FRANCISCO DO SUL,83194
0028,28,SC,SÃO JOAQUIM,83259
0084,84,SC,SÃO JOSÉ,83275
0029,29,SC,SÃO JOSÉ,83275
0050,50,SC,SÃO JOSÉ DO CEDRO,83291
0104,104,SC,SÃO JOSÉ DO CERRITO,83313
0053,53,SC,SÃO JOÃO BATISTA,83216
0068,68,SC,SÃO JOÃO DO ITAPERIÚ,81124
0065,65,SC,SÃO JOÃO DO OESTE,80640
0054,54,SC,SÃO JOÃO DO SUL,83232
0049,49,SC,SÃO LOURENÇO DO OESTE,83330
0044,44,SC,SÃO LUDGERO,83356
0099,99,SC,SÃO MARTINHO,83372
0058,58,SC,SÃO MIGUEL DA BOA VISTA,80780
0045,45,SC,SÃO MIGUEL DO OESTE,83399
0029,29,SC,SÃO PEDRO DE ALCÂNTARA,81183
0046,46,SC,TAIÓ,83518
0047,47,SC,TANGARÁ,83534
0058,58,SC,TIGRINHOS,81680
0031,31,SC,TIJUCAS,83550
0042,42,SC,TIMBÉ DO SUL,83933
0032,32,SC,TIMBÓ,83577
0051,51,SC,TIMBÓ GRANDE,80209
0092,92,SC,TREVISO,81345
0033,33,SC,TREZE DE MAIO,83615
0047,47,SC,TREZE TÍLIAS,83631
0057,57,SC,TROMBUDO CENTRAL,83658
0008,8,SC,TRÊS BARRAS,83593
0033,33,SC,TUBARÃO,83674
0099,99,SC,TUBARÃO,83674
0065,65,SC,TUNÁPOLIS,83682
0042,42,SC,TURVO,83690
0078,78,SC,UNIÃO DO OESTE,80144
0004,4,SC,URUBICI,83712
0028,28,SC,URUPEMA,80160
0034,34,SC,URUSSANGA,83739
0007,7,SC,VARGEM,80462
0063,63,SC,VARGEM BONITA,80969
0063,63,SC,VARGEÃO,83755
0039,39,SC,VIDAL RAMOS,83771
0036,36,SC,VIDEIRA,83798
0014,14,SC,VITOR MEIRELES,80128
0014,14,SC,WITMARSUM,83810
0043,43,SC,XANXERÊ,83836
0061,61,SC,XAVANTINA,83852
0048,48,SC,XAXIM,83879
0037,37,SC,ZORTÉA,81825
0085,85,SC,ÁGUA DOCE,80071
0070,70,SC,ÁGUAS DE CHAPECÓ,80098
0066,66,SC,ÁGUAS FRIAS,80500
0067,67,SC,ÁGUAS MORNAS,80110
0019,19,SE,AMPARO DE SÃO FRANCISCO,31011
0003,3,SE,AQUIDABÃ,31038
0002,2,SE,ARACAJU,31054
0027,27,SE,ARACAJU,31054
0001,1,SE,ARACAJU,31054
0004,4,SE,ARAUÁ,31070
0013,13,SE,AREIA BRANCA,31097
0002,2,SE,BARRA DOS COQUEIROS,31119
0004,4,SE,BOQUIM,31151
0015,15,SE,BREJO GRANDE,31135
0024,24,SE,CAMPO DO BRITO,31194
0008,8,SE,CANHOBA,31216
0028,28,SE,CANINDÉ DE SÃO FRANCISCO,31232
0005,5,SE,CAPELA,31259
0029,29,SE,CARIRA,31275
0014,14,SE,CARMÓPOLIS,31291
0003,3,SE,CEDRO DE SÃO JOÃO,31313
0030,30,SE,CRISTINÁPOLIS,31330
0016,16,SE,CUMBE,31372
0014,14,SE,DIVINA PASTORA,31399
0006,6,SE,ESTÂNCIA,31410
0016,16,SE,FEIRA NOVA,31437
0024,24,SE,FREI PAULO,31453
0008,8,SE,GARARU,31496
0014,14,SE,GENERAL MAYNARD,31470
0003,3,SE,GRACCHO CARDOSO,31518
0015,15,SE,ILHA DAS FLORES,31534
0035,35,SE,INDIAROBA,31550
0009,9,SE,ITABAIANA,31577
0030,30,SE,ITABAIANINHA,31593
0008,8,SE,ITABI,31615
0031,31,SE,ITAPORANGA D&apos;AJUDA,31631
0011,11,SE,JAPARATUBA,31658
0019,19,SE,JAPOATÃ,31674
0012,12,SE,LAGARTO,31690
0013,13,SE,LARANJEIRAS,31712
0024,24,SE,MACAMBIRA,31739
0005,5,SE,MALHADA DOS BOIS,31755
0026,26,SE,MALHADOR,31771
0014,14,SE,MARUIM,31798
0026,26,SE,MOITA BONITA,31810
0018,18,SE,MONTE ALEGRE DE SERGIPE,31836
0005,5,SE,MURIBECA,31852
0015,15,SE,NEÓPOLIS,31879
0026,26,SE,NOSSA SENHORA APARECIDA,31356
0017,17,SE,NOSSA SENHORA DA GLÓRIA,31895
0016,16,SE,NOSSA SENHORA DAS DORES,31917
0008,8,SE,NOSSA SENHORA DE LOURDES,31933
0034,34,SE,NOSSA SENHORA DO SOCORRO,31950
0015,15,SE,PACATUBA,31976
0029,29,SE,PEDRA MOLE,31992
0004,4,SE,PEDRINHAS,32018
0029,29,SE,PINHÃO,32034
0011,11,SE,PIRAMBU,32050
0018,18,SE,PORTO DA FOLHA,32115
0028,28,SE,POÇO REDONDO,32077
0022,22,SE,POÇO VERDE,32093
0019,19,SE,PROPRIÁ,32131
0013,13,SE,RIACHUELO,32174
0004,4,SE,RIACHÃO DO DANTAS,32158
0026,26,SE,RIBEIRÓPOLIS,32190
0014,14,SE,ROSÁRIO DO CATETE,32212
0031,31,SE,SALGADO,32239
0035,35,SE,SANTA LUZIA DO ITANHY,32255
